"sample.clean","tree.id","sample","species","ref.chron","dated","truncated","nrings","completed.by","completed.date","previous crossdating results","Alignment good through","previous crossdating notes","previous crossdating notes2"
"PM257B","PM257","PM257B",NA,TRUE,TRUE,"no",39,"Joshua","7/15/2015 14:17:08","Good alignment throughout",NA,"ref chron all used",""
"PM262B","PM262","PM262B",NA,TRUE,TRUE,"no",39,"Cameron","10/7/2015 14:06:00","Good alignment throughout",NA,"",""
"PM72B","PM72","PM72B",NA,TRUE,TRUE,"no",39,"Joshua","7/15/2015 14:15:06","Good alignment throughout",NA,"ref chron all used",""
"PM74B","PM74","PM74B",NA,TRUE,TRUE,"no",39,"Joshua","7/15/2015 14:18:46","Good alignment throughout",NA,"ref chron all used",""
"1042","1042","1042","PSME",TRUE,TRUE,"no",38,"Joshua","7/7/2015 11:22:32","Good alignment throughout",NA,"Originally dated 2013 but 2011 gives much better alignment",""
"1316","1316","1316",NA,TRUE,TRUE,"no",38,"Sky","4/23/2015 12:39:45","Good alignment throughout",NA,"",""
"4016","4016","4016",NA,TRUE,TRUE,"no",38,"Sky","5/13/2015 17:40:33","Good alignment throughout",NA,"",""
"4030","4030","4030",NA,TRUE,TRUE,"no",38,"Sky","4/30/2015 11:27:32","Good alignment throughout",NA,"",""
"4213","4213","4213",NA,TRUE,TRUE,"no",38,"Morgan","6/18/2015 13:59:44","Good alignment throughout",NA,"",""
"1003","1003","1003",NA,TRUE,TRUE,"no",37,"Sky","4/23/2015 12:58:58","Good alignment throughout",NA,"",""
"1294","1294","1294",NA,TRUE,TRUE,"no",37,"Sky","4/23/2015 12:01:54","Good alignment throughout",NA,"",""
"PM85B","PM85","PM85B",NA,TRUE,TRUE,"no",37,"Joshua","7/9/2015 13:03:01","Good alignment throughout",NA,"ref chron all used",""
"1320","1320","1320",NA,TRUE,TRUE,"no",36,"Rosie","4/1/2015 10:06:22","Good alignment throughout",NA,"",""
"4018","4018","4018",NA,TRUE,TRUE,"no",36,"Derek","8/27/2015 12:38:18","Good alignment throughout",NA,"",""
"4203","4203","4203",NA,TRUE,TRUE,"no",36,"Sky","5/14/2015 11:52:44","Good alignment throughout",NA,"",""
"4206","4206","4206",NA,TRUE,TRUE,"no",36,"Sky","5/14/2015 11:53:41","Good alignment throughout",NA,"",""
"PM123B","PM123","PM123B",NA,TRUE,TRUE,"no",36,"Joshua","7/11/2015 13:45:10","Good alignment throughout",NA,"ref chron all used",""
"PM75","PM75","PM75",NA,TRUE,TRUE,"no",36,"Joshua","7/15/2015 14:23:35","Good alignment throughout",NA,"ref chron all used",""
"1321","1321","1321",NA,TRUE,TRUE,"no",35,"Rosie","4/1/2015 10:12:35","Good alignment throughout",NA,"the red plot shows a crazy exponential tail, it looks really weird ","This core is crazy, yes"
"2015A","2015","2015A",NA,TRUE,TRUE,"no",35,"Alec","4/3/2015 11:03:54","Good alignment throughout",NA,"",""
"4022","4022","4022",NA,TRUE,TRUE,"no",35,"Sky","5/14/2015 11:54:31","Good alignment throughout",NA,"",""
"4025","4025","4025",NA,TRUE,TRUE,"no",35,"Sky","4/30/2015 11:52:43","Good alignment throughout",NA,"",""
"PM253B","PM253","PM253B",NA,TRUE,TRUE,"no",35,"Joshua","7/9/2015 13:06:31","Good alignment throughout",NA,"ref chron all used",""
"PM75Z","PM75","PM75Z",NA,TRUE,TRUE,"no",35,"Joshua","7/15/2015 14:24:41","Good alignment throughout",NA,"ref chron all used",""
"1050","1050","1050",NA,TRUE,TRUE,"no",34,"Alec","5/14/2015 10:45:06","Good alignment throughout",NA,"",""
"4027","4027","4027",NA,TRUE,TRUE,"no",34,"Sky","4/28/2015 12:09:29","Good alignment throughout",NA,"",""
"PM73A","PM73","PM73A",NA,TRUE,TRUE,"no",34,"Joshua","7/9/2015 15:00:40","Good alignment throughout",NA,"ref chron all used",""
"1113","1113","1113",NA,TRUE,TRUE,"no",33,"Joshua","6/23/2015 12:55:16","Good alignment throughout",NA,"",""
"1162","1162","1162",NA,TRUE,TRUE,"no",33,"Joshua","6/25/2015 14:45:59","Good alignment throughout",NA,"",""
"4026","4026","4026",NA,TRUE,TRUE,"no",33,"Sky","5/14/2015 11:55:28","Good alignment throughout",NA,"",""
"4204","4204","4204",NA,TRUE,TRUE,"no",33,"Sky","4/28/2015 12:51:39","Good alignment throughout",NA,"",""
"PMA10S","PM","PMA10S",NA,TRUE,TRUE,"no",33,"Cameron","10/7/2015 14:16:34","Good alignment throughout",NA,"",""
"4200","4200","4200",NA,TRUE,TRUE,"no",32,"Cameron","5/15/2015 13:10:34","Good alignment throughout",NA,"",""
"PM217B","PM217","PM217B",NA,TRUE,TRUE,"no",32,"Sky","5/27/2015 17:28:50","Good alignment throughout",NA,"",""
"PM85A","PM85","PM85A",NA,TRUE,TRUE,"no",32,"Joshua","7/15/2015 14:26:16","Good alignment throughout",NA,"ref chron all used",""
"2039","2039","2039",NA,TRUE,TRUE,"no",31,"Sky","5/7/2015 10:49:48","Good alignment throughout",NA,"",""
"PM263B","PM263","PM263B",NA,TRUE,TRUE,"no",31,"Joshua","7/15/2015 14:29:16","Good alignment throughout",NA,"ref chron all used",""
"2525","2525","2525",NA,TRUE,TRUE,"no",30,"Alec","4/14/2015 12:25:36","Good alignment throughout",NA,"",""
"4023","4023","4023",NA,TRUE,TRUE,"no",30,"Joshua","5/15/2015 13:11:20","Good alignment throughout",NA,"",""
"PM255B","PM255","PM255B",NA,TRUE,TRUE,"no",30,"Joshua","7/15/2015 14:28:04","Good alignment throughout",NA,"ref chron all used",""
"4015","4015","4015",NA,TRUE,TRUE,"no",29,"Sky","4/28/2015 12:52:41","Good alignment throughout",NA,"",""
"PM177B","PM177","PM177B",NA,TRUE,TRUE,"no",29,"Joshua","7/15/2015 14:31:34","Good alignment throughout",NA,"ref chron all used; previously (mis?)labeled as pm171b",""
"PM181B","PM181","PM181B",NA,TRUE,TRUE,"no",29,"Joshua","7/15/2015 14:30:29","Good alignment throughout",NA,"ref chron all used",""
"PM285-2","PM285-2","PM285-2",NA,TRUE,TRUE,"no",29,"Joshua","7/9/2015 13:08:13","Good alignment throughout",NA,"ref chron all used",""
"4219","4219","4219",NA,TRUE,TRUE,"no",28,"Sky","4/30/2015 12:23:22","Good alignment throughout",NA,"",""
"4024","4024","4024",NA,TRUE,TRUE,"no",27,"Sky","5/14/2015 11:56:49","Good alignment throughout",NA,"",""
"PM265B","PM265","PM265B",NA,TRUE,TRUE,"no",27,"Cameron","10/7/2015 14:08:19","Good alignment throughout",NA,"",""
"PMB4S","PM","PMB4S",NA,TRUE,TRUE,"no",27,"Cameron","10/7/2015 14:35:12","Good alignment throughout",NA,"",""
"PM135B","PM135","PM135B",NA,TRUE,TRUE,"no",26,"Joshua","7/11/2015 13:46:29","Good alignment throughout",NA,"ref chron all used",""
"PM283Z","PM283","PM283Z",NA,TRUE,TRUE,"no",26,"Joshua","7/15/2015 14:32:45","Good alignment throughout",NA,"ref chron all used",""
"1135","1135","1135",NA,TRUE,TRUE,"no",17,"Joshua","6/25/2015 14:54:50","Good alignment throughout",NA,"",""
"2091","2091","2091",NA,FALSE,TRUE,"unc",70,"Sky","5/5/2015 10:47:55","Good alignment throughout",NA,"additions/deletions don't look like they fit, but improve alignment drastically",""
"1389","1389","1389",NA,FALSE,TRUE,"ab",153,"Rosie","4/1/2015 10:18:34","Good alignment through year X",1887,"",""
"2153","2153","2153",NA,FALSE,TRUE,"ab",144,"Cameron","6/18/2017 11:09:39","Good alignment through year X",1954,"CAMERONFINALCHECK",""
"1382","1382","1382",NA,FALSE,TRUE,"ab",93,"Rosie","4/1/2015 10:29:29","Good alignment through year X",1923,"",""
"1313","1313","1313",NA,FALSE,TRUE,"ab",87,"Sky","4/30/2015 12:11:32","Good alignment through year X",1955,"","check dating"
"2139","2139","2139",NA,FALSE,TRUE,"ab",79,"Sky","5/19/2015 13:07:20","Good alignment through year X",1963,"",""
"PM119","PM119","PM119",NA,FALSE,TRUE,"ab",60,"Derek","10/27/2015 11:44:15","Good alignment through year X",1985,"",""
"1343","1343","1343",NA,FALSE,TRUE,"ab",43,"Alec","5/14/2015 11:39:14","Good alignment through year X",1970,"alignment good until ab",""
"2130","2130","2130",NA,FALSE,TRUE,"no",381,"Sky","3/4/2015 15:19:09","Good alignment through year X",1902,"",""
"2026","2026","2026",NA,FALSE,TRUE,"no",307,"Sky","5/20/2015 16:32:06","Good alignment through year X",1835,"Modified by Cameron for task C.1: 10/14/15",""
"2024","2024","2024",NA,FALSE,TRUE,"no",275,"Cameron","6/25/2015 16:37:03","Good alignment through year X",1835,"This is one where a previous tech had said they put a point in that didn't make any sense, but after review it seemed fine. I went back and resolved an unc. ",""
"2152","2152","2152",NA,FALSE,TRUE,"no",266,"Sky","4/7/2015 10:56:05","Good alignment through year X",1900,"truncated alignment of core before end of reference chronology because correlation was so poor",""
"1395","1395","1395",NA,FALSE,TRUE,"no",258,"Sky","4/27/2015 14:03:40","Good alignment through year X",1887,"",""
"2155","2155","2155",NA,FALSE,TRUE,"no",252,"Sky","5/7/2015 10:59:35","Poor alignment  throughout",NA,"didn't make adjustments to better alignment--can any be made?",""
"2529","2529","2529",NA,FALSE,TRUE,"no",248,"Alec","4/14/2015 13:01:47","Good alignment through year X",1900,"removed ring made sense visually, added ring did not",""
"1456","1456","1456",NA,FALSE,TRUE,"no",244,"Sky","5/20/2015 16:22:38","Good alignment through year X",1835,"Modified by Cameron for task C.1: 10/14/15",""
"1254","1254","1254",NA,FALSE,TRUE,"no",233,"Sky","5/7/2015 11:06:25","Good alignment throughout",NA,"",""
"1413","1413","1413",NA,FALSE,TRUE,"no",233,"Sky","5/4/2015 14:21:55","Good alignment through year X",1905,"",""
"2036","2036","2036",NA,FALSE,TRUE,"no",230,"Sky","4/7/2015 11:33:19","Good alignment through year X",1835,"",""
"2507","2507","2507",NA,FALSE,TRUE,"no",228,"Sky","5/5/2015 11:19:35","Good alignment through year X",1945,"poor alignment after 1945",""
"2021","2021","2021",NA,FALSE,TRUE,"no",222,"Cameron","10/6/2015 11:39:29","Good alignment through year X",1914,"Very long core, but very clear rings- no really good alignment could be achieved after 1978",""
"2536","2536","2536",NA,FALSE,TRUE,"no",221,"Alec","3/31/2015 10:53:41","Good alignment through year X",1900,"",""
"2123","2123","2123",NA,FALSE,TRUE,"no",217,"Sky","4/7/2015 11:54:44","Poor alignment  throughout",NA,"best correlation is offset by a lot;need to heavily modify rings to not have to offset as much?","check dating"
"1358","1358","1358",NA,FALSE,TRUE,"no",215,"Alec","5/5/2015 11:26:42","Good alignment through year X",1968,"bad crack limits alignment",""
"2154","2154","2154",NA,FALSE,TRUE,"no",214,"Sky","5/4/2015 14:35:09","Good alignment through year X",1885,"",""
"1303","1303","1303",NA,FALSE,TRUE,"no",213,"Cameron","10/12/2015 14:04:53","Good alignment through year X",1829,"This was done by Cameron during task A.3",""
"1381","1381","1381",NA,FALSE,TRUE,"no",210,"Morgan","6/28/2015 10:19:04","Good alignment through year X",1835,"Re-dated, removed different ring than previusly removed",""
"2159","2159","2159",NA,FALSE,TRUE,"no",208,"Sky","5/7/2015 11:24:45","Good alignment through year X",1899,"",""
"1391","1391","1391",NA,FALSE,TRUE,"no",198,"Alec","5/11/2015 11:26:19","Good alignment through year X",1887,"",""
"2030","2030","2030",NA,FALSE,TRUE,"no",197,"Sky","5/20/2015 16:30:48","Good alignment through year X",1835,"Modified by Cameron for task C.1: 10/14/15",""
"2106","2106","2106",NA,FALSE,TRUE,"no",194,"Sky","5/7/2015 11:38:17","Good alignment through year X",1962,"difficult core","truncated alignment, should adjustments be made after to improve alignment?"
"1038","1038","1038",NA,FALSE,TRUE,"no",191,"Rosie","4/1/2015 10:15:43","Good alignment through year X",1918,"",""
"1457","1457","1457",NA,FALSE,TRUE,"no",191,"Alec","5/5/2015 11:32:37","Good alignment through year X",1887,"",""
"1232","1232","1232",NA,FALSE,TRUE,"no",187,"Sky","5/5/2015 11:28:08","Good alignment through year X",1910,"",""
"1287","1287","1287",NA,FALSE,TRUE,"no",183,"Derek","3/4/2015 13:44:36","Good alignment through year X",1887,"",""
"1388","1388","1388",NA,FALSE,TRUE,"no",183,"Sky","4/27/2015 13:45:49","Good alignment through year X",1935,"","check dating "
"2018","2018","2018",NA,FALSE,TRUE,"no",181,"Alec","3/31/2015 11:09:34","Good alignment through year X",1887,"",""
"1305","1305","1305",NA,FALSE,TRUE,"no",178,"Cameron","6/18/2017 12:14:33","Poor alignment  throughout",NA,"CAMERONFINALCHECK",""
"1046","1046","1046","PSME",FALSE,TRUE,"no",175,"Alec","5/11/2015 11:31:27","Good alignment through year X",1958,"",""
"1447","1447","1447",NA,FALSE,TRUE,"no",175,"Sky","4/27/2015 13:35:15","Good alignment through year X",1887,"",""
"2149","2149","2149",NA,FALSE,TRUE,"no",172,"Alec","4/14/2015 13:05:51","Good alignment through year X",1900,"",""
"1453","1453","1453",NA,FALSE,TRUE,"no",170,"Cameron","10/12/2015 13:44:10","Good alignment throughout",NA,"This was done by Cameron during task A.3",""
"1087","1087","1087","PSME",FALSE,TRUE,"no",169,"Alec","5/11/2015 11:34:34","Good alignment through year X",1956,"",""
"2538","2538","2538",NA,FALSE,TRUE,"no",168,"Alec","4/14/2015 13:11:01","Good alignment through year X",1967,"",""
"1241","1241","1241",NA,FALSE,TRUE,"no",163,"Sky","4/9/2015 12:08:01","Good alignment throughout",NA,"","alignment in beginning in core- correct dating?"
"1455","1455","1455",NA,FALSE,TRUE,"no",163,"Sky","5/20/2015 16:16:27","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15","plot and cluster crossdating in conflict"
"2056","2056","2056",NA,FALSE,TRUE,"no",161,"Sky","5/7/2015 11:47:44","Good alignment through year X",1881,"",""
"1334","1334","1334",NA,FALSE,TRUE,"no",160,"Alec","5/11/2015 11:38:34","Good alignment throughout",NA,"",""
"2570","2570","2570",NA,FALSE,TRUE,"no",156,"Alec","4/14/2015 13:19:19","Good alignment through year X",1900,"",""
"1445","1445","1445",NA,FALSE,TRUE,"no",155,"Derek","3/3/2015 9:43:54","Good alignment through year X",1887,"",""
"2594","2594","2594",NA,FALSE,TRUE,"no",153,"Joshua","6/30/2015 11:45:07","Good alignment throughout",NA,"Cameron edit on 10/26/15. Josh claimed his additions made sense but they didn't. An addition at 132, and 82 were nonsensical.",""
"1304","1304","1304",NA,FALSE,TRUE,"no",151,"Sky","5/14/2015 12:03:17","Good alignment through year X",1941,"could not improve alignment ",""
"1458","1458","1458",NA,FALSE,TRUE,"no",150,"Cameron","11/24/2015 12:33:50","Good alignment throughout",NA,"This was a core I ran into while working, just wanted to do this quick fix",""
"2027","2027","2027",NA,FALSE,TRUE,"no",150,"Sky","5/20/2015 16:39:24","Good alignment through year X",1903,"",""
"1479","1479","1479",NA,FALSE,TRUE,"no",148,"Alec","5/14/2015 15:51:36","Good alignment through year X",1960,"",""
"4013","4013","4013",NA,FALSE,TRUE,"no",147,"Cameron","10/7/2015 13:05:27","Good alignment throughout",NA,"early alignment isn't fantastic, but after 20 years alignment is quite good for such a long core",""
"2521","2521","2521",NA,FALSE,TRUE,"no",146,"Sky","5/4/2015 14:53:56","Good alignment through year X",1963,"truncated poor alignment at 1963",""
"2042","2042","2042",NA,FALSE,TRUE,"no",145,"Sky","5/4/2015 14:43:26","Good alignment through year X",1885,"",""
"1237","1237","1237",NA,FALSE,TRUE,"no",144,"Cameron","10/12/2015 13:49:01","Good alignment through year X",1982,"This was done by Cameron during task A.3",""
"2110","2110","2110",NA,FALSE,TRUE,"no",144,"Sky","4/23/2015 11:21:10","Good alignment through year X",1885,"good alignment until 1981, then drops; altered image so correlation was never negative but did not make sense in image; difficult core ","check alignment adjustments "
"1251","1251","1251",NA,FALSE,TRUE,"no",143,"Sky","5/7/2015 12:21:05","Good alignment through year X",1989,"difficult core",""
"PM48Z","PM48","PM48Z",NA,FALSE,TRUE,"no",142,"Morgan","6/19/2015 11:00:49","Good alignment throughout",NA,"",""
"2596","2596","2596",NA,FALSE,TRUE,"no",141,"Alec","4/14/2015 13:22:35","Good alignment throughout",NA,"",""
"1015","1015","1015",NA,FALSE,TRUE,"no",139,"Sky","5/20/2015 15:39:39","Poor alignment  throughout",NA,"difficult core; could not figure out how to improve alignment","where to truncate alignment?"
"2526","2526","2526",NA,FALSE,TRUE,"no",137,"Alec","3/31/2015 12:09:48","Good alignment through year X",1900,"",""
"2601","2601","2601",NA,FALSE,TRUE,"no",137,"Alec","4/14/2015 12:49:26","Good alignment through year X",1903,"",""
"1396","1396","1396",NA,FALSE,TRUE,"no",136,"Derek","3/3/2015 9:55:27","Good alignment throughout",NA,"",""
"1464","1464","1464",NA,FALSE,TRUE,"no",135,"Alec","5/11/2015 11:41:48","Good alignment through year X",1911,"",""
"2029","2029","2029",NA,FALSE,TRUE,"no",135,"Sky","5/20/2015 16:29:19","Good alignment throughout",NA,"",""
"1393","1393","1393",NA,FALSE,TRUE,"no",134,"Alec","5/14/2015 15:49:30","Good alignment through year X",1887,"",""
"1044","1044","1044","ABCO",FALSE,TRUE,"no",132,"Cameron","7/1/2015 15:15:37","Good alignment throughout",NA,"Core was dated wrong- reviewed this during Crossdating agreement task, and saw that changing the date by one year improved alignment on both scales by a lot",""
"1392","1392","1392",NA,FALSE,TRUE,"no",131,"Rosie","4/1/2015 10:26:48","Good alignment through year X",1930,"",""
"2013","2013","2013",NA,FALSE,TRUE,"no",131,"Alec","3/31/2015 12:16:42","Good alignment through year X",1887,"",""
"2593","2593","2593",NA,FALSE,TRUE,"no",131,"Alec","5/4/2015 11:30:29","Good alignment through year X",1900,"",""
"1441","1441","1441",NA,FALSE,TRUE,"no",130,"Morgan","7/1/2015 12:24:15","Good alignment throughout",NA,"originally dated 2013 with extra ring and 2 removed rings but has better alignment at 2008 with no extra and the rings added back",""
"2133","2133","2133",NA,FALSE,TRUE,"no",130,"Sky","5/7/2015 12:30:36","Good alignment through year X",1970,"negative correlation after 1970, could not adjust accurately to fix",""
"1045","1045","1045","PSME",FALSE,TRUE,"no",129,"Rosie","3/3/2015 10:23:23","Poor alignment  throughout",NA,"",""
"1171","1171","1171",NA,FALSE,TRUE,"no",129,"Morgan","6/18/2015 11:47:38","Good alignment through year X",1953,"",""
"2587","2587","2587",NA,FALSE,TRUE,"no",128,"Alec","5/4/2015 11:34:13","Good alignment through year X",2000,"",""
"UNK","UNK","UNK",NA,FALSE,TRUE,"no",127,"Sky","5/27/2015 17:57:13","Good alignment through year X",1922,"",""
"1182","1182","1182",NA,FALSE,TRUE,"no",126,"Derek","8/27/2015 13:16:29","Good alignment throughout",NA,"",""
"1452","1452","1452",NA,FALSE,TRUE,"no",126,"Sky","5/20/2015 16:27:12","Good alignment through year X",1905,"Modified by Cameron for task C.1: 10/12/15",""
"2524","2524","2524",NA,FALSE,TRUE,"no",126,"Alec","5/4/2015 11:40:26","Good alignment through year X",1900,"",""
"2549","2549","2549",NA,FALSE,TRUE,"no",125,"Alec","5/4/2015 11:41:07","Good alignment throughout",NA,"",""
"1007Z","1007","1007Z",NA,FALSE,TRUE,"no",124,"Joshua","6/23/2015 13:33:35","Good alignment through year X",1968,"",""
"2049","2049","2049",NA,FALSE,TRUE,"no",124,"Sky","4/21/2015 12:45:11","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"4033","4033","4033",NA,FALSE,TRUE,"no",124,"Cole","3/13/2015 13:56:56","Good alignment throughout",NA,"",""
"1090","1090","1090",NA,FALSE,TRUE,"no",123,"Cameron","10/12/2015 15:45:15","Good alignment through year X",1962,"This was done by Cameron during task C.1",""
"1128","1128","1128",NA,FALSE,TRUE,"no",123,"Morgan","6/25/2015 15:55:34","Good alignment through year X",1940,"",""
"1239","1239","1239",NA,FALSE,TRUE,"no",123,"Sky","3/9/2015 13:34:55","Good alignment throughout",NA,"rings btwn 1917 and 1910","alignment for years prior to 1917"
"1440","1440","1440",NA,FALSE,TRUE,"no",122,"Alec","3/31/2015 12:38:44","Good alignment through year X",1955,"",""
"1463","1463","1463",NA,FALSE,TRUE,"no",122,"Alec","5/11/2015 11:49:11","Good alignment throughout",NA,"",""
"2046","2046","2046",NA,FALSE,TRUE,"no",122,"Sky","5/19/2015 12:35:05","Good alignment throughout",NA,"",""
"1353","1353","1353",NA,FALSE,TRUE,"no",121,"Alec","5/11/2015 11:52:08","Good alignment throughout",NA,"",""
"2041","2041","2041",NA,FALSE,TRUE,"no",121,"Sky","5/19/2015 12:29:19","Good alignment throughout",NA,"could not extend alignment with plot vs cluster crossdating",""
"2508","2508","2508",NA,FALSE,TRUE,"no",121,"Sky","4/21/2015 13:08:40","Good alignment through year X",1915,"alignment drops after 1915, could not modify to fit better so truncated ","check for adjustments made after 1915"
"2592","2592","2592",NA,FALSE,TRUE,"no",121,"Alec","4/14/2015 10:11:09","Good alignment through year X",1907,"",""
"1493","1493","1493",NA,FALSE,TRUE,"no",120,"Alec","3/31/2015 12:45:25","Good alignment throughout",NA,"",""
"1141","1141","1141",NA,FALSE,TRUE,"no",118,"Cameron","10/12/2015 14:26:09","Good alignment throughout",NA,"This was done by Cameron during task A.3",""
"1170","1170","1170",NA,FALSE,TRUE,"no",118,"Derek","6/17/2015 11:44:46","Good alignment through year X",1951,"",""
"2588Z","2588","2588Z",NA,FALSE,TRUE,"no",118,"Alec","3/31/2015 12:47:40","Good alignment through year X",1916,"",""
"4009","4009","4009",NA,FALSE,TRUE,"no",118,"Cole","3/4/2015 14:56:58","Good alignment through year X",1900,"",""
"1376","1376","1376",NA,FALSE,TRUE,"no",116,"Rosie","3/3/2015 11:04:05","Good alignment through year X",1957,"",""
"2115","2115","2115",NA,FALSE,TRUE,"no",116,"Sky","5/19/2015 12:50:40","Good alignment throughout",NA,"",""
"1059","1059","1059",NA,FALSE,TRUE,"no",115,"Sky","4/27/2015 14:09:02","Good alignment throughout",NA,"alignment between 1970 and 1950 unclear on how to make better, but otherwise great alignment",""
"1097","1097","1097",NA,FALSE,TRUE,"no",115,"Derek","6/23/2015 12:21:49","Good alignment throughout",NA,"",""
"1242","1242","1242",NA,FALSE,TRUE,"no",115,"Sky","5/5/2015 11:07:28","Good alignment through year X",1920,"",""
"1372","1372","1372",NA,FALSE,TRUE,"no",115,"Cameron","10/12/2015 13:58:03","Good alignment throughout",NA,"This was done by Cameron during task A.3",""
"1446","1446","1446",NA,FALSE,TRUE,"no",115,"Sky","5/20/2015 16:25:50","Good alignment through year X",1974,"Modified by Cameron for task C.1: 10/12/15",""
"1465","1465","1465",NA,FALSE,TRUE,"no",115,"Alec","5/14/2015 11:19:42","Good alignment throughout",NA,"",""
"2600","2600","2600",NA,FALSE,TRUE,"no",115,"Alec","4/3/2015 11:48:13","Good alignment through year X",1907,"Previously (mis)labeled as 1978",""
"2602","2602","2602",NA,FALSE,TRUE,"no",115,"Cameron","6/18/2017 10:57:38","Good alignment throughout",NA,"",""
"2603","2603","2603",NA,FALSE,TRUE,"no",115,"Alec","4/14/2015 10:28:55","Good alignment through year X",1907,"3 removed rings made sense visually, added ring did not",""
"PM220A","PM220","PM220A",NA,FALSE,TRUE,"no",115,"Sky","5/27/2015 17:23:29","Good alignment throughout",NA,"",""
"1093Z","1093","1093Z",NA,FALSE,TRUE,"no",114,"Sky","5/20/2015 17:09:51","Good alignment through year X",1922,"",""
"1353B","1353","1353B",NA,FALSE,TRUE,"no",114,"Alec","5/14/2015 16:20:15","Good alignment throughout",NA,"",""
"1428","1428","1428",NA,FALSE,TRUE,"no",114,"Derek","3/9/2015 9:34:16","Good alignment through year X",1979,"Core missing three rings at year 1978",""
"PM219A","PM219","PM219A",NA,FALSE,TRUE,"no",114,"Sky","5/27/2015 17:18:51","Good alignment throughout",NA,"",""
"1449","1449","1449",NA,FALSE,TRUE,"no",113,"Alec","5/12/2015 11:13:13","Poor alignment  throughout",NA,"","Core aligns wells except for first 20 years. Chaning date of core imrpoves alignment of first 20 years, but visually core appears to be dated correctly already. "
"1451","1451","1451",NA,FALSE,TRUE,"no",113,"Morgan","7/2/2015 13:38:55","Good alignment through year X",1934,"previusly dated at 2008, did not make sense (and there was a misplaced ring, which I deleted)",""
"1494","1494","1494",NA,FALSE,TRUE,"no",113,"Alec","4/30/2015 15:23:43","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/14/15",""
"1450","1450","1450",NA,FALSE,TRUE,"no",112,"Sky","5/20/2015 16:24:12","Good alignment throughout",NA,"Modified by Cameron for task C.1: 10/12/15",""
"2016","2016","2016",NA,FALSE,TRUE,"no",112,"Sky","5/19/2015 12:25:54","Good alignment through year X",1983,"could not extend alignment with plot vs cluster crossdating",""
"2107","2107","2107",NA,FALSE,TRUE,"no",112,"Sky","5/11/2015 14:07:42","Good alignment through year X",1971,"",""
"PM114","PM114","PM114",NA,FALSE,TRUE,"no",112,"Joshua","7/9/2015 13:41:06","Good alignment throughout",NA,"ref chron all used",""
"PM42","PM42","PM42",NA,FALSE,TRUE,"no",112,"Joshua","7/13/2015 13:06:01","Good alignment through year X",1949,"ref chron all used. tough core",""
"1102","1102","1102",NA,FALSE,TRUE,"no",111,"Alec","5/5/2015 11:31:30","Good alignment throughout",NA,"",""
"1181","1181","1181",NA,FALSE,TRUE,"no",111,"Derek","8/27/2015 13:25:29","Good alignment through year X",1958,"",""
"1378","1378","1378",NA,FALSE,TRUE,"no",111,"Morgan","6/18/2015 11:52:10","Good alignment throughout",NA,"",""
"2595","2595","2595",NA,FALSE,TRUE,"no",111,"Alec","4/14/2015 12:22:36","Good alignment throughout",NA,"",""
"1354","1354","1354",NA,FALSE,TRUE,"no",110,"Alec","5/12/2015 11:17:00","Good alignment throughout",NA,"",""
"1076","1076","1076",NA,FALSE,TRUE,"no",109,"Sky","4/16/2015 11:39:36","Good alignment through year X",1903,"",""
"1292","1292","1292",NA,FALSE,TRUE,"no",109,"Rosie","3/3/2015 11:45:03","Good alignment throughout",NA,"","Still calibrating"
"1462Z","1462","1462Z",NA,FALSE,TRUE,"no",109,"Sky","5/27/2015 16:40:46","Good alignment throughout",NA,"",""
"1496","1496","1496",NA,FALSE,TRUE,"no",109,"Alec","4/2/2015 13:51:50","Good alignment throughout",NA,"Removed 2 rings, added 1 ring. removed rings made sense visually, added ring did not.",""
"2598","2598","2598",NA,FALSE,TRUE,"no",109,"Alec","4/30/2015 16:04:07","Good alignment through year X",1953,"",""
"1019Z","1019","1019Z",NA,FALSE,TRUE,"no",108,"Sky","5/14/2015 12:08:08","Good alignment through year X",1929,"",""
"1164","1164","1164",NA,FALSE,TRUE,"no",108,"Morgan","6/17/2015 12:07:23","Good alignment through year X",1956,"",""
"2103","2103","2103",NA,FALSE,TRUE,"no",108,"Sky","5/11/2015 14:50:47","Good alignment through year X",1967,"difficult core; revist",""
"1256","1256","1256",NA,FALSE,TRUE,"no",107,"Sky","4/16/2015 12:03:11","Good alignment through year X",1906,"alignment in beginning not great, but best fit",""
"2597","2597","2597",NA,FALSE,TRUE,"no",107,"Alec","4/2/2015 13:54:21","Good alignment through year X",1914,"",""
"PM105","PM105","PM105",NA,FALSE,TRUE,"no",107,"Joshua","7/23/2015 11:33:08","Good alignment throughout",NA,"ref chron all used",""
"2050","2050","2050",NA,FALSE,TRUE,"no",106,"Sky","5/11/2015 14:55:34","Good alignment throughout",NA,"poor alignment from 1942 to 1929, great alignment after that","adjust between 1942 to 1929 or truncate alignment at 1942? see alignment at ring 90 "
"2114","2114","2114",NA,FALSE,TRUE,"no",106,"Sky","5/19/2015 12:49:36","Good alignment throughout",NA,"difficult core, beginning alignment could not be improved by plot crossdating",""
"1037","1037","1037",NA,FALSE,TRUE,"no",105,"Sky","5/20/2015 17:01:29","Good alignment throughout",NA,"redated core",""
