plot.id,foc,cmp,tree.id,species,dbh,ba20,ref,brg.to.ref,backbrg,dist.to.ref,notes,tree.or.logger,former.id,
WA01,X,,1480,PILA,157.3,13,1481,140,,13.7,,tree,,
WA01,,X,,SNAG,20-40,,,195,x,4.9,decay=3,tree,,
WA01,,X,,ABCO,40-60,,,265,x,7.9,,tree,,
WA01,,X,,SNAG,40-60,,,339,x,4.5,decay=2,tree,,
WA01,,X,,SNAG,20-40,,,72,x,2.7,decay=2,tree,,
WA01,X,,1482,PSME,52.1,13,1480,222,,8,,tree,,
WA01,,X,,SNAG,20-40,,,311,,1.6,decay=2,tree,,
WA01,,X,,SNAG,20-40,,,161,,4,decay=2,tree,,
WA01,,X,,SNAG,40-60,,,69,,7.4,decay=2,tree,,
WA01,X,,1483,ABCO,45.1,12,1482,220,,11.8,,tree,,
WA01,,X,,SNAG,20-40,,,286,x,5.7,,tree,,
WA01,,X,,CADE,80-100,,,137,x,4.9,,tree,,
WA01,,X,,SNAG,20-40,,,47,x,4.3,decay=2,tree,,
WA01,X,,1484,PILA,79,23,1483,249,,24.8,,tree,,
WA01,,X,,SNAG,20-40,,,81,,3.7,decay=2,tree,,
WA01,,X,,SNAG,20-40,,,250,,1,decay=2,tree,,
WA01,,X,,SNAG,20-40,,,10,x,3.7,decay=2,tree,,
WA01,,X,,SNAG,20-40,,,179,x,2.4,decay=2,tree,,
ULC1B,X,,4217,PSME,37.5,4,4217,,,,,tree,,
ULC1B,,X,,PSME,20-40,,,247,x,6.2,,tree,,
ULC1B,,X,,STUMP,40-60,,,344,x,12,,tree,,
ULC1B,,X,,QUCH,20-40,,,88,x,11.6,,tree,,
ULC1B,,X,,PSME,20-40,,,136,x,9.8,,tree,,
ULC1B,X,,4218,PSME,38,4,4217,247,x,6.2,,tree,,
ULC1B,,X,,PSME,20-40,,,247,,6.2,,tree,,
ULC1B,,X,,QUCH,20-40,,,10,x,2.3,,tree,,
ULC1B,,X,,PSME,20-40,,,204,x,7.1,,tree,,
ULC1B,X,,4219,PSME,27,7,4218,204,x,7.1,rotten core,tree,,
ULC1B,,X,,PSME,20-40,,,204,,7.1,,tree,,
ULC1B,,X,,PSME,20-40,,,238,x,8.9,,tree,,
ULC1B,,X,,STUMP,60-80,,,24,x,5,,tree,,
ULC1B,,X,,PSME,20-40,,,324,x,6.5,,tree,,
ULC1B,X,,4220,PSME,24.8,7,4219,324,x,6.2,,tree,,
ULC1B,,X,,PSME,20-40,,,324,,6.2,,tree,,
ULC1B,,X,,QUKE,20-40,,,94,x,2.8,,tree,,
ULC1B,,X,,PSME,20-40,,,367,x,4.5,,tree,,
ULC1B,,X,,PSME,20-40,,,322,x,3.2,,tree,,
ULC1B,X,,4221,PSME,42.2,5,4220,182,,15.1,,tree,,
ULC1B,,X,,QUKE,40-60,,,166,x,5.1,,tree,,
ULC1B,,X,,PSME,20-40,,,294,x,4.1,,tree,,
ULC1B,,X,,PIPO,60-80,,,42,x,5.8,,tree,,
ULC1B,X,,4222,PSME,27,6,4221,125,,3.6,,tree,,
ULC1B,,X,,PSME,40-60,,,125,x,3.6,,tree,,
ULC1B,,X,,QUKE,40-60,,,334,x,3,,tree,,
ULC1B,,X,,QUKE,60-80,,,258,x,1.5,old stump,tree,,
SS24,X,,1485,PSME,87.9,8,1485,,,,,tree,,
SS24,,X,,PSME,60-80,,,235,x,7.3,,tree,,
SS24,,X,,STUMP,80-100,,,5,x,7.9,,tree,,
SS24,,X,,PIPO,20-40,,,77,x,3.9,,tree,,
SS24,,X,,PIPO,40-60,,,137,x,8.9,,tree,,
SS24,X,,1397,PSME,79.3,5,1485,235,x,7.3,,tree,,
SS24,,X,,PSME,80-100,,,235,,7.3,,tree,,
SS24,,X,,PIPO,20-40,,,129,x,8.7,,tree,,
SS24,,X,,CADE,40-60,,,238,x,6.6,,tree,,
SS24,,X,,PSME,60-80,,,293,x,8.3,,tree,,
SS24,X,,1486,PIPO,43.8,7,1397,280,,13.8,,tree,,
SS24,,X,,PIPO,20-40,,,129,x,3,,tree,,
SS24,,X,,PIPO,20-40,,,254,x,7.2,,tree,,
SS24,,X,,PIPO,20-40,,,348,x,7.4,,tree,,
SS24,X,,1487,PIPO,43.7,7,1486,42,,13.7,,tree,,
SS24,,X,,PIPO,20-40,,,79,x,6.5,,tree,,
SS24,,X,,QUKE,20-40,,,160,x,7.8,,tree,,
SS24,,X,,PIPO,20-40,,,278,x,6.7,,tree,,
SS24,X,,1488,PSME,59,8,1397,115,,8.6,,tree,,
SS24,,X,,STUMP,80-100,,,220,x,1.3,,tree,,
SS24,,X,,STUMP,40-60,,,326,x,1.7,,tree,,
SS24,,X,,PSME,60-80,,,115,x,8.6,,tree,,
SS24,X,,1489,PIPO,80.3,6,1488,172,,13.7,,tree,,
SS24,,X,,CADE,80-100,,,224,x,3.9,,tree,,
SS24,,X,,PSME,20-40,,,300,x,11.8,,tree,,
SS24,,X,,ABCO,60-80,,,43,x,7.6,,tree,,
SS24,,X,,PSME,80-100,,,124,x,7.8,,tree,,
SS24,X,,1490,PSME,83,8,1489,124,x,7.8,,tree,,
SS24,,X,,PSME,80-100,,,124,,7.8,,tree,,
SS24,,X,,STUMP,80-100,,,94,x,9.8,,tree,,
SS24,,X,,PSME,40-60,,,221,x,9.8,,tree,,
SS24,X,,1102,PIPO,82.8,8,1490,171,,18.4,,tree,,
SS24,,X,,ABCO,40-60,,,165,x,7,,tree,,
SS24,,X,,CADE,40-60,,,38,x,10.2,,tree,,
SS24,,X,,ABCO,80-100,,,319,x,9.5,,tree,,
SS24,X,,1491,PSME,68,6,1102,30,,33.5,,tree,,
SS24,,X,,CADE,80-100,,,256,x,2.5,stump,tree,,
SS24,,X,,STUMP,60-80,,,106,x,11.2,,tree,,
SS24,,X,,PSME,80-100,,,35,x,12,,tree,,
SS24,X,,1101,PIPO,66.2,9,1491,121,,9.2,,tree,,
SS24,,X,,PIPO,20-40,,,47,x,1,,tree,,
SS24,,X,,STUMP,80-100,,,133,x,7.7,,tree,,
SS24,,X,,STUMP,60-80,,,252,x,2.6,,tree,,
SS24,,X,,STUMP,60-80,,,327,x,2.4,,tree,,
SS82,X,,1056,PSME,72,22,1056,,,,,tree,,
SS82,,X,,PIPO,20-40,,,210,,2.4,,tree,,
SS82,,X,,ABCO,20-40,,,65,,2.6,,tree,,
SS82,,X,,ABCO,60-80,,,312,,9.8,,tree,,
SS82,X,,1057,PIPO,73,12,1056,164,,6.3,,tree,,
SS82,,X,,CADE,20-40,,,359,,0.3,,tree,,
SS82,,X,,ABCO,20-40,,,224,,3.1,,tree,,
SS82,,X,,PIPO,60-80,,,139,,7.1,,tree,,
SS82,X,,1058,PIPO,65.9,9,1057,129,,2.6,,tree,,
SS82,,X,,ABCO,40-60,,,220,,0.7,,tree,,
SS82,,X,,PIPO,20-40,,,319,,1.3,"decay= ""3""",tree,,
SS82,,X,,PIPO,60-80,,,129,x,2.6,,tree,,
SS82,X,,1059,ABCO,,,1059,,,,core only. tree is on ridgeline nearest road,tree,,
SS82,X,,1060,ABCO,,,1059,,,,core only. tree is on ridgeline nearest road,tree,,
SS82,X,,1061,ABCO,,,1059,,,,core only. tree is on ridgeline nearest road,tree,,
TR15,X,,1295,PSME,55.6,19,1295,,,,,tree,,
TR15,,X,,PILA,73.4,,,208,,2.1,,tree,,
TR15,,X,,ABCO,53.5,,,310,,2.1,,tree,,
TR15,,X,,ABCO,22.6,,,54,,4.1,,tree,,
TR15,,X,,ABCO,20.8,,,108,,4.6,,tree,,
TR15,X,,1001,ABCO,53.5,18,1001,,,,,tree,,
TR15,,X,,PILA,85.5,,,10,,8,,tree,,
TR15,,X,,PSME,55.6,,,134,,2.6,,tree,,
TR15,,X,,ABMA,37,,,302,,7,"dead, ""4""",tree,,
TR15,,X,,ABCO,22.8,,,220,,5.8,,tree,,
TR15,X,,1201,PSME,42.3,19,1201,,,,,tree,,
TR15,,X,,ABCO,55.6,,,332,,6.2,,tree,,
TR15,,X,,ABCO,29.6,,,14,,5.5,,tree,,
TR15,,X,,ABCO,60.5,,,164,,10.2,,tree,,
TR15,,X,,ABCO,36,,,248,,4.5,,tree,,
TR15,X,,1202,ABCO,52.3,21,1202,,,,,tree,,
TR15,,X,,ABCO,29.4,,,180,,14.1,,tree,,
TR15,,X,,ABCO,32.4,,,112,,3.4,,tree,,
TR15,,X,,ABCO,46,,,354,,4,,tree,,
TR15,,X,,ABCO,44.5,,,270,,4.6,,tree,,
TR15,X,,1002,PSME,48.6,20,1002,,,,,tree,,
TR15,,X,,ABCO,55.8,,,106,,7.2,,tree,,
TR15,,X,,ABCO,69.4,,,228,,5.6,,tree,,
TR15,,X,,ABCO,29.5,,,72,,5.5,,tree,,
TR15,,X,,ABCO,32.5,,,328,,2.9,"dead, ""4""",tree,,
TR15,X,,1003,ABCO,69.4,16,1003,,,,,tree,,
TR15,,X,,CADE,41.5,,,340,,4.7,cut down ~1 y.a.,tree,,
TR15,,X,,PSME,48.6,,,228,x,5.6,,tree,,
TR15,,X,,ABCO,59,,,150,,4.7,,tree,,
TR15,,X,,ABCO,45.5,,,220,,5.5,,tree,,
TR15,X,,1100,PSME,104,12,1100,,,,,tree,,
TR15,,X,,CADE,34.7,,,180,,4.7,,tree,,
TR15,,X,,CADE,32.1,,,288,,8.6,,tree,,
TR15,,X,,ABCO,51.2,,,68,,10.1,,tree,,
TR15,,X,,ABCO,60.2,,,22,,12.6,,tree,,
TR15,X,,1004,ABCO,51.2,16,1004,,,,,tree,,
TR15,,X,,PSME,104,,,68,x,10.1,,tree,,
TR15,,X,,ABCO,51.2,,,125,,2.8,,tree,,
TR15,,X,,ABCO,60.6,,,336,,8.9,,tree,,
TR15,X,,1205,PSME,48.8,14,1205,,,,,tree,,
TR15,,X,,ABCO,21.5,,,54,,9.2,,tree,,
TR15,,X,,ABCO,70,,,135,,3.8,,tree,,
TR15,,X,,ABCO,55.8,,,344,,5.7,,tree,,
TR15,,X,,ABCO,46.6,,,265,,3.4,,tree,,
TR15,X,,1206,ABCO,69.1,15,1206,,,,,tree,,
TR15,,X,,PSME,48.8,,,135,x,3.8,,tree,,
TR15,,X,,ABCO,40.9,,,84,,6.6,,tree,,
TR15,,X,,ABCO,28.8,,,178,,6.9,,tree,,
TULLB,X,,1287,PSME,136.3,4,1287,,,,,tree,,
TULLB,,X,,PILA,112,,,191,,2.9,,tree,,
TULLB,,X,,PIPO,90.4,,,43,,11.5,,tree,,
TULLB,,X,,CADE,85.9,,,330,,16,,tree,,
TULLB,X,,1215,PILA,112,7,1287,191,,2.9,,tree,,
TULLB,,X,1287,PSME,136.3,,,191,x,2.9,,tree,,
TULLB,,X,,UNK,31,,,279,,6,diff to ID maybe ?. ~3-10 y.o.,tree,,
TULLB,,X,,CADE,74,,,189,,10.8,,tree,,
TULLB,,X,,CADE,66.6,,,117,,19.2,,tree,,
TULLB,X,,1216,PIPO,90.4,8,1287,43,,11.5,,tree,,
TULLB,,X,,PSME,136.3,,,43,x,11.5,,tree,,
TULLB,,X,,UNK,31.2,,,79,,3.9,stump ~3-10 y.o.,tree,,
TULLB,,X,,PIPO,70.5,,,229,,15.3,,tree,,
TULLB,X,,1204,PSME,69.2,6,1204,,,,,tree,,
TULLB,,X,,PIPO,133.1,,,196,,6.9,,tree,,
TULLB,,X,,PSME?,92.3,,,31,,4.6,dead stump ~5-10 y.o.,tree,,
TULLB,,X,,PIPO?,79,,,341,,6.1,dead stump ~5-10 y.o.,tree,,
TULLB,X,,1217,PILA,152,9,1204,126,,29.8,,tree,,
TULLB,,X,,PILA?,77.6,,,126,,1.1,stump 5-10 y.o.,tree,,
TULLB,,X,,PSME?,66,,,172,,4.7,stump 5-10 y.o.,tree,,
TULLB,,X,,GAP,,,,110,x,,NO CLEAR COMPETITOR. In gap/clearing,tree,,
TULLB,X,,1283,PIPO,94.9,6,1283,,,,,tree,,
TULLB,,X,,QUKE,77,,,90,,12.7,,tree,,
TULLB,,X,,PIPO,68,,,250,,6.6,,tree,,
TULLB,,X,,TAN OAK,51.2,,,344,,10.9,,tree,,
TULLB,X,,1218,PSME,63.5,6,1218,,,,,tree,,
TULLB,,X,,STUMP,75,,,335,,2.4,,tree,,
TULLB,,X,,ABCO,42.1,,,110,,8.1,,tree,,
TULLB,,X,,ABCO,79.3,,,223,,8.4,,tree,,
TULLB,X,,1284,PIPO,84,9,1218,30,,28.8,,tree,,
TULLB,,X,,CADE,32.5,,,136,,1.55,stump 5-10,tree,,
TULLB,,X,,PIPO,70.4,,,26,,3.6,,tree,,
TULLB,,X,,PSME?,34.5,,,255,,4.5,stump 5-10,tree,,
TULLB,X,,1285,PSME,66.2,5,1218,351,,18,,tree,,
TULLB,,X,,PSME?,21.5,,,83,,1.4,stump 5-10,tree,,
TULLB,,X,,TAN OAK,128.4,,,310,,6.1,,tree,,
TULLB,,X,,ABCO?,32.3,,,210,,4.8,stump 5-10,tree,,
TULLB,X,,1219,PIPO,85.5,7,1219,,,,,tree,,
TULLB,,X,,STUMP,36.4,,,346,,8.9,5-10 y.o.,tree,,
TULLB,,X,,PIPO,68.5,,,254,,1.4,stump 5-10,tree,,
TULLB,,X,,PIPO,60.9,,,140,,1.6,stump 5-10,tree,,
TULLB,X,,1282,PSME,76.5,5,1219,90,,5.1,,tree,,
TULLB,,X,,PIPO,68.5,,,69,,3.9,,tree,,
TULLB,,X,,ABCO,48,,,52,,4.3,,tree,,
TULLB,,X,,GAP,,,,130,,,NO CLEAR COMPETITOR. Bearing from comp would be,tree,,
TULLB,X,,1286,PIPO,75,4,1219,169,,5.7,,tree,,
TULLB,,X,,STUMP,37.8,,,138,,8.4,,tree,,
TULLB,,X,,PIPO,35.7,,,3,,4.9,stump 5-10,tree,,
TULLB,,X,,STUMP,45,,,148,,1.7,stump 5-10,tree,,
TULLB,,X,,TAN OAK,62,,,265,,8.8,,tree,,
SSA76,X,,1207,PSME,52.7,6,1207,,,,,tree,,
SSA76,,X,1208,PIPO,45.6,,,158,,0.1,,tree,,
SSA76,,X,,CADE,53.8,,,234,,5.8,"""1"" - fresh cut 0 yr",tree,,
SSA76,,X,,CADE,77,,,159,,10,,tree,,
SSA76,,X,,CADE,51.2,,,66,,19.5,,tree,,
SSA76,X,,1208,PIPO,45.6,7,1208,,,,,tree,,
SSA76,,X,1207,PSME,52.7,,,158,x,0.1,,tree,,
SSA76,,X,,CADE,53.8,,,247,,5.8,"""1"" - fresh cut 0 yr",tree,,
SSA76,,X,,CADE,51.2,,,66,,19.5,,tree,,
SSA76,,X,,PIPO,72,,,345,,9.7,,tree,,
SSA76,X,,1209,CADE,,8,1209,,,,,tree,,
SSA76,,X,,CADE,58.9,,,140,,6.5,,tree,,
SSA76,,X,,PIPO,45.6,,,94,,14.9,,tree,,
SSA76,,X,,ABCO,55.3,,,226,,6,,tree,,
SSA76,,X,,PSME,22.3,,,284,,5.7,,tree,,
SSA76,X,,1210,PSME,43.2,6,1210,,,,,tree,,
SSA76,,X,,CADE,54.8,,,350,,9.3,,tree,,
SSA76,,X,,PIPO,54.4.,,,46,,10,,tree,,
SSA76,,X,,CADE,36.8,,,120,,6.3,,tree,,
SSA76,,X,,CADE,24.7,,,250,,14.2,,tree,,
SSA76,X,,1211,PIPO,54.4,,1210,46,,10,,tree,,
SSA76,,X,1210,PSME,43.2,,,46,x,10,,tree,,
SSA76,,X,,PIPO,69.2,,,340,,10.2,,tree,,
SSA76,,X,,CADE,24.7,,,279,,6.3,,tree,,
SSA76,X,,1212,CADE,54.8,,1211,40,,7.9,,tree,,
SSA76,,X,,PSME,43.2,,,260,,9.3,,tree,,
SSA76,,X,,PIPO,54,,,108,,10.3,,tree,,
SSA76,,X,,PIPO,76.4,,,5,,13.8,,tree,,
SSA76,,X,,PIPO,69.2,,,73.8,,1.5,,tree,,
SSA76,X,,1294,PSME,36.2,9,1294,,,,,tree,,
SSA76,,X,,CADE,58.5,,,122,,10.6,,tree,,
SSA76,,X,,PIPO,33.4,,,218,,3.4,,tree,,
SSA76,,X,,CADE,26.9,,,272,,2.8,,tree,,
SSA76,,X,,PIPO,63.7,,,100,,8.4,,tree,,
SSA76,,X,,PIPO,51.7,,,53,,10,,tree,,
SSA76,X,,1213,PIPO,33.4,13,1294,218,,3.4,,tree,,
SSA76,,X,,PSME,36.2,,,218,x,3.4,,tree,,
SSA76,,X,,CADE,26.9,,,336,,2,,tree,,
SSA76,,X,,CADE,72.5,,,155,,3.9,* @ base. Old stump ~ 2-5 y.o.,tree,,
SSA76,X,,1292,CADE,62,9,1213,120,,11,,tree,,
SSA76,,X,,CADE,25.9,,,173,,0.9,,tree,,
SSA76,,X,,CADE,72.5,,,272,,7.8,* @ base. Old stump ~ 2-5 y.o.,tree,,
SSA76,,X,,CADE,31.7,,,50,,1.7,,tree,,
SSA76,X,,1291,PSME,67.3,10,1291,,,,,tree,,
SSA76,,X,,PSME,30.7,,,212,,0.2,,tree,,
SSA76,,X,1214,CADE,64.5,,,82,,6.8,,tree,,
SSA76,,X,,PSME,27.2,,,323,,7.4,,tree,,
SSA76,X,,1214,CADE,64.5,9,1291,82,,6.8,,tree,,
SSA76,,X,,CADE,49.4,,,188,,4.4,,tree,,
SSA76,,X,,CADE,29.4,,,339,,4.4,,tree,,
SSA76,,X,,PSME,67.3,,,82,x,6.8,,tree,,
SSA76,X,,1290,PIPO,69.1,13,1291,155,,10.9,,tree,,
SSA76,,X,,PIPO,36.6,,,258,,0.2,,tree,,
SSA76,,X,,CADE,32.5,,,162,,2.5,,tree,,
SSA76,,X,,CADE,49.9,,,40,,6.5,,tree,,
SSA76,X,,1203,PSME,57.7,12,1203,,,,,tree,,
SSA76,,X,,PIPO,46.1,,,244,,6.4,,tree,,
SSA76,,X,,CADE,20.4,,,262,,6.7,,tree,,
SSA76,,X,,CADE,41.3,,,34,,5.4,,tree,,
SSA76,,X,1288,CADE,50.2,,,190,,8.6,,tree,,
SSA76,,X,,CADE,48.4,,,118,,5,,tree,,
SSA76,X,,1289,PIPO,46.1,7,1203,244,,6.4,,tree,,
SSA76,,X,,PSME,57.7,,,244,x,6.4,,tree,,
SSA76,,X,,PIPO,20.5,,,204,,6.6,,tree,,
SSA76,,X,1288,CADE,49.5,,,146,,7.6,,tree,,
SSA76,,X,,CADE,20.5,,,12,,4.6,,tree,,
SSA76,X,,1288,CADE,49.5,7,1203,191,,8.6,,tree,,
SSA76,,X,,PIPO,46.1,,,146,x,7.6,,tree,,
SSA76,,X,,CADE,25.1,,,102,,2.1,,tree,,
SSA76,,X,,CADE,50.7,,,237,,7.6,,tree,,
SSC1,X,,1022,PSME,54.2,6,1022,,,,,tree,,
SSC1,,X,,PSME,56,,,256,,4.3,,tree,,
SSC1,,X,,PSME,32,,,131,,3.5,,tree,,
SSC1,,X,,PSME,54.5,,,312,,5.1,,tree,,
SSC1,,X,,PSME,50.5,,,42,,8.5,,tree,,
SSC1,X,,1023,PSME,56,4,1022,256,,4.3,,tree,,
SSC1,,X,,PSME,54.2,,,256,x,4.3,,tree,,
SSC1,,X,,PSME,54.5,,,3,,5,,tree,,
SSC1,,X,,QUCH,21.5,,,231,,11.1,,tree,,
SSC1,X,,1024,PSME,54.5,6,1022,312,,5.1,,tree,,
SSC1,,X,,PSME,54.2,,,312,x,5,,tree,,
SSC1,,X,,PSME,56,,,3,x,5,,tree,,
SSC1,,X,,PSME,54.2,,,352,,7.1,,tree,,
SSC1,X,,1025,PSME,54.2,5,1024,352,x,7.1,,tree,,
SSC1,,X,,PSME,51.3,,,74,,8.9,,tree,,
SSC1,,X,,PSME,42,,,334,,4.2,,tree,,
SSC1,,X,,PSME,54.5,,,166,,5.1,,tree,,
SSC1,X,,1026,PSME,48.5,4,1025,74,,8.9,,tree,,
SSC1,,X,,PSME,54.2,,,74,x,8.9,,tree,,
SSC1,,X,,PSME,39,,,347,,5.6,,tree,,
SSC1,,X,,PSME,56.8,,,155,,7.3,,tree,,
SSC1,X,,1027,PSME,56.8,8,1022,45,,8,,tree,,
SSC1,,X,,PSME,33.3,,,185,,6.7,,tree,,
SSC1,,X,,PSME,48.5,,,155,x,7.3,,tree,,
SSC1,,X,,PSME,53.6,,,64,,10.1,,tree,,
SSC1,X,,1028,PSME,53.6,5,1027,64,,10.1,,tree,,
SSC1,,X,,PSME,40-60,,,106,,5.9,,tree,,
SSC1,,X,,PSME,56.8,,,64,x,10.4,,tree,,
SSC1,,X,,PSME,20-40,,,134,,9.2,,tree,,
SSC1,X,,1029,PSME,31.5,9,1022,130,,3.4,,tree,,
SSC1,,X,,PSME,32,,,76,,1.8,,tree,,
SSC1,,X,,PSME,20.8,,,225,,4.5,,tree,,
SSC1,,X,,QUKE,40-60,,,156,,10.5,,tree,,
SSC1,X,,1030,PSME,32,10,1029,76,,1.8,,tree,,
SSC1,,X,,PSME,31.5,,,76,x,1.8,,tree,,
SSC1,,X,,PSME,20-40,,,105,,5.6,"dead decay = ""2""",tree,,
SSC1,,X,,PSME,56.8,,,4,,6.7,,tree,,
SSC1,X,,1031,PSME,67.8,9,1028,53,,6.6,,tree,,
SSC1,,X,,PSME,40-60,,,161,,3.7,"dead decay = ""2""",tree,,
SSC1,,X,,PSME,53.6,,,53,x,6.6,,tree,,
SSC1,,X,,PSME,47.3,,,350,,7.1,,tree,,
SSC5B,X,,1005,PSME,67.9,8,1005,,,,,tree,,
SSC5B,,X,,CADE,97,,,320,,8.1,,tree,,
SSC5B,,X,,PSME,42.2,,,75,,5.1,,tree,,
SSC5B,,X,,QUCH,25.9,,,172,,5.8,,tree,,
SSC5B,X,,1006,CADE,97,8,1005,320,,8.1,,tree,,
SSC5B,,X,,PSME,67.9,,,320,x,8.1,,tree,,
SSC5B,,X,,PSME,49.5,,,305,,1.5,,tree,,
SSC5B,,X,,CADE,40.9,,,85,,12.2,,tree,,
SSC5B,X,,1007,PIPO,46.4,11,1005,80,,10.4,,tree,,
SSC5B,,X,,CADE,40.9,,,338,,3.4,,tree,,
SSC5B,,X,,CADE,31,,,69,,1.5,,tree,,
SSC5B,,X,,PSME,42.2,,,241,,3.7,,tree,,
SSC5B,X,,1008,PSME,42.2,12,1005,75,,5.1,,tree,,
SSC5B,,X,,PIPO,46.4,,,241,x,3.7,,tree,,
SSC5B,,X,1005,PSME,67.9,,,75,x,5.1,,tree,,
SSC5B,,X,1006,CADE,97,,,252,,9.5,,tree,,
SSC5B,,X,,QUCH,24,,,165,,6.1,,tree,,
SSC5B,X,,1009,PIPO,83.3,5,1005,208,,14,,tree,,
SSC5B,,X,,CADE,50.4,,,347,,1.2,,tree,,
SSC5B,,X,,PSME,62,,,70,,5.1,,tree,,
SSC5B,,X,,CADE,42.4,,,169,,2.3,,tree,,
SSC5B,,X,,CADE,71,,,206,,4,,tree,,
SSC5B,X,,1010,PSME,62,9,1005,182,,11.4,,tree,,
SSC5B,,X,,PIPO,83.3,,,70,x,5.1,,tree,,
SSC5B,,X,,QUCH,24.2,,,6,,5.2,,tree,,
SSC5B,,X,,QUCH,58,,,123,,9.7,,tree,,
SSC5B,X,,1011,PSME,72,12,1009,291,,13,,tree,,
SSC5B,,X,,CADE,51.9,,,63,,4.3,,tree,,
SSC5B,,X,,CADE,25.4,,,153,,4.9,,tree,,
SSC5B,,X,,PSME,47,,,255,,0,,tree,,
SSC5B,X,,1012,PSME,47.8,11,1011,300,,3.2,,tree,,
SSC5B,,X,,CADE,56,,,73,,1.9,,tree,,
SSC5B,,X,,QUCH,22.8,,,225,,5.9,,tree,,
SSC5B,,X,,CADE,53,,,337,,6.8,,tree,,
SSC5B,X,,1013,PSME,58.2,8,1007,143,,13,,tree,,
SSC5B,,X,,CADE,20-40,,,37,,6.3,,tree,,
SSC5B,,X,,CADE,20-40,,,156,,5.8,,tree,,
SSC5B,,X,,QUCH,20-40,,,231,,5.7,,tree,,
SSC5B,,X,,CADE,20-40,,,337,,6.2,,tree,,
SSC5B,X,,1014,PSME,71.4,15,1007,179,,7.7,,tree,,
SSC5B,,X,,QUCH,20-40,,,209,,2.5,,tree,,
SSC5B,,X,,PSME,20-40,,,148,,4.2,,tree,,
SSC5B,,X,,PSME,20-40,,,49,,4.2,,tree,,
SSC5B,,X,,QUCH,20-40,,,314,,7,,tree,,
SSC5B,X,,1015,PIPO,83.3,6,1015,,,,,tree,,
SSC5B,,X,,PSME,29.2,,,327,,7.2,,tree,,
SSC5B,,X,,QUKE,36.2,,,176,,5,,tree,,
SSC5B,,X,,CADE,69.4,,,2,,8.5,,tree,,
SSC5B,X,,1016,PSME,29.2,3,1015,327,,7.2,,tree,,
SSC5B,,X,,PIPO,83.3,,,327,x,7.2,,tree,,
SSC5B,,X,,CADE,69.4,,,58,,5,,tree,,
SSC5B,,X,,QUKE,20-40,,,124,,16,,tree,,
SSC5B,X,,1099,PIPO,77.5,13,1017,236,,12.5,BA = 1 dead decay = 4,tree,,
SSC5B,,X,,CADE,53.5,,,75,,4,,tree,,
SSC5B,,X,,PSME,65.8,,,169,,5.2,,tree,,
SSC5B,,X,,PSME,46.5,,,260,,3.9,,tree,,
SSC5B,,X,,CADE,29,,,356,,2.7,,tree,,
SSC5B,X,,1018,PIPO,64.5,12,1099,274,,14,,tree,,
SSC5B,,X,1019,PIPO,56.3,,,221,,1.4,,tree,,
SSC5B,,X,,PSME,70.5,,,75,,2.4,,tree,,
SSC5B,,X,,CADE,27.4,,,330,,3.5,,tree,,
SSC5B,X,,1019,PIPO,56.3,15,1018,221,,1.4,,tree,,
SSC5B,,X,1018,PIPO,64.5,,,221,x,1.4,,tree,,
SSC5B,,X,,PSME,57,,,319,,2.7,,tree,,
SSC5B,,X,,PIPO,26.9,,,219,,1.3,,tree,,
SSC5B,,X,,CADE,30.2,,,125,,7.4,,tree,,
SSC5B,X,,1020,PIPO,68.4,11,1017,218,,10.5,woodpecker hole,tree,,
SSC5B,,X,,CADE,37.4,,,132,,0.2,,tree,,
SSC5B,,X,,PSME,56.5,,,329,,4.4,,tree,,
SSC5B,,X,,CADE,31.8,,,211,,2.7,,tree,,
SSC5B,X,,1021,PSME,56,14,1020,325,,4.5,,tree,,
SSC5B,,X,,CADE,24.7,,,100,,2.5,,tree,,
SSC5B,,X,,CADE,24,,,209,,2.9,,tree,,
SSC5B,,X,,CADE,43.5,,,352,,5.8,,tree,,
SS81,X,,1032,PSME,109.8,9,1032,,,,,tree,,
SS81,,X,,ABCO,20-40,,,112,x,5,,tree,,
SS81,,X,,ABCO,60-80,,,317,x,5.3,,tree,,
SS81,,X,,PSME,20-40,,,33,,9,,tree,,
SS81,X,,1095,ABCO,74.2,9,1032,317,x,5.3,,tree,,
SS81,,X,,PSME,100-120,,,317,,5.3,,tree,,
SS81,,X,,PSME,20-40,,,188,,3.1,,tree,,
SS81,,X,,PSME,20-40,,,75,,6.9,,tree,,
SS81,X,,1094,PSME,45.1,11,1095,188,,3.1,,tree,,
SS81,,X,,ABCO,60-80,,,188,x,3.1,,tree,,
SS81,,X,,ABCO,100-120,,,140,,5.5,,tree,,
SS81,,X,,CADE,40-60,,,239,,8.8,,tree,,
SS81,X,,1034,PSME,44.3,15,1094,57,,8.7,,tree,,
SS81,,X,,PSME,20-40,,,360,,0.3,,tree,,
SS81,,X,,CADE,20-40,,,161,,6,,tree,,
SS81,,X,,ABCO,100-120,,,257,,9.6,,tree,,
SS81,X,,1033,ABCO,102.5,15,1094,133,,5.4,,tree,,
SS81,,X,,QUKE,20-40,,,60,,0.3,,tree,,
SS81,,X,,ABCO,20-40,,,140,,4,,tree,,
SS81,,X,,PSME,20-40,,,224,,2.3,,tree,,
SS81,,X,,PSME,40-60,,,140,x,5.5,,tree,,
SS81,X,,1035,PSME,42.9,14,1034,40,,2.9,,tree,,
